"","period","country_ID","country_no","CAB","GDPPC_PPP","invest","gov_debt","openness","demand","x_price","gov_deficit","credit","GDP_gr"
"211",2004,"ISR",7,1.489,22195.212,19.472,94.11621056,0.790870667,0.02880835,0.664601922,1.78162,85.11859853,5.114
"212",2005,"ISR",7,3.022,23498.136,20.428,90.62597365,0.870375603,0.045667175,0.673237145,2.88359,89.8491038,4.39
"213",2006,"ISR",7,4.618,25171.953,20.313,81.62730429,0.88686204,0.045944087,0.699986458,3.91784,83.31823173,5.802
"214",2007,"ISR",7,4.03,26951.184,20.873,74.62238145,0.927553862,0.06560772,0.772553623,4.34399,93.07187014,6.135
"215",2008,"ISR",7,1.11,27815.408,19.705,72.92537745,0.984553277,0.02229853,0.822820723,1.5526,94.4157144,3.059
"216",2009,"ISR",7,3.541,27716.404,17.992,75.26946019,0.743896037,0.001169648,0.837533057,-1.36395,88.58352446,1.269
"217",2010,"ISR",7,3.561,29063.806,18.21,71.4511132,0.851383805,0.043878446,0.863644242,-0.037919,89.77716483,5.517
"218",1980,"JPN",8,-0.989,8539.682,32.139,52.78150003,0.270230547,0.007111015,0.473672956,-1.64438,129.3618095,3.181
"219",1981,"JPN",8,0.396,9655.434,31.064,57.21008742,0.280072868,0.02649422,0.510494053,-0.660249,132.1300428,4.177
"220",1982,"JPN",8,0.613,10526.278,29.768,61.02460482,0.275332272,0.031177307,0.472358495,-0.213728,137.5330202,3.377
"221",1983,"JPN",8,1.708,11199.638,27.799,65.60331873,0.275208838,0.019186208,0.483811706,-0.010735,142.898801,3.061
"222",1984,"JPN",8,2.704,12035.683,27.672,67.11700069,0.308799252,0.036809348,0.486411363,1.58987,145.2591751,4.464
"223",1985,"JPN",8,3.624,13125.094,28.193,68.15176347,0.299917102,0.053420318,0.486890405,2.93744,147.6909858,6.333
"224",1986,"JPN",8,4.121,13693.837,27.961,72.50735186,0.26132334,0.040957697,0.577952087,2.90082,153.9966964,2.831
"225",1987,"JPN",8,3.39,14549.346,28.494,73.68913537,0.248627611,0.049597671,0.642402351,3.88895,170.9238356,4.107
"226",1988,"JPN",8,2.626,16064.623,30.66,71.8656986,0.250648759,0.080235269,0.685279667,4.52318,179.8330715,7.147
"227",1989,"JPN",8,2.093,17517.333,31.828,70.08790265,0.248483539,0.059353032,0.686284542,5.09248,187.4781791,5.37
"228",1990,"JPN",8,1.441,19111.271,32.528,66.95400926,0.243774161,0.056239511,0.716368139,5.53215,191.9403555,5.572
"229",1991,"JPN",8,1.926,20328.368,32.253,66.37631193,0.227523521,0.026990408,0.753335297,5.38219,192.5289112,3.324
"230",1992,"JPN",8,2.917,20882.047,30.577,69.85407291,0.242429152,0.003183552,0.720570326,4.24086,196.6938305,0.819
"231",1993,"JPN",8,2.988,21345.604,29.258,76.74841859,0.241574138,0.000537492,0.729152739,1.06931,199.161945,0.171
"232",1994,"JPN",8,2.691,21927.827,28.048,83.16210403,0.253804959,0.011154861,0.746873021,-0.295076,201.5730315,0.864
"233",1995,"JPN",8,2.07,22762.955,28.098,89.98842398,0.265224919,0.02413129,0.799998939,-1.11466,201.2420001,1.942
"234",1996,"JPN",8,1.465,23727.577,28.615,95.9380276,0.257723168,0.032186671,0.788759291,-1.64145,202.4343725,2.61
"235",1997,"JPN",8,2.2,24461.605,28.086,104.8464036,0.271190666,0.006400202,0.738725126,-0.596245,214.6166568,1.596
"236",1998,"JPN",8,2.939,24172.528,26.1,117.3010607,0.259400152,-0.023685237,0.695189834,-2.09754,224.6584469,-2.003
"237",1999,"JPN",8,2.586,24447.107,24.731,131.8650846,0.284073062,-0.000951861,0.684047461,-3.93114,227.7525078,-0.199
"238",2000,"JPN",8,2.762,25520.421,25.105,140.144726,0.335968047,0.01925739,0.642571688,-4.29963,219.282254,2.257
"239",2001,"JPN",8,2.071,26124.62,24.304,153.6345354,0.30813846,0.012198406,0.623929977,-3.09853,189.5087304,0.355
"240",2002,"JPN",8,2.741,26549.75,22.459,163.9919102,0.306363419,-0.004958402,0.629442155,-5.01905,186.9473722,0.29
"241",2003,"JPN",8,3.239,27493.658,22.399,169.5718212,0.31435211,0.010227822,0.689690828,-5.27447,186.4740201,1.685
"242",2004,"JPN",8,3.91,28885.798,22.504,180.6568817,0.344365552,0.015392931,0.736606896,-3.63399,179.4763535,2.361
"243",2005,"JPN",8,3.721,30198.105,22.466,186.4363578,0.366833106,0.009723171,0.729256094,-2.42883,194.214581,1.303
"244",2006,"JPN",8,4.006,31634.139,22.681,185.9972725,0.386443362,0.008683959,0.757609725,-1.5697,190.5089138,1.693
"245",2007,"JPN",8,4.87,33153.505,22.884,183.0123562,0.390990987,0.011474533,0.821401119,0.088028,181.3298577,2.192
"246",2008,"JPN",8,2.941,33430.484,22.977,191.8121432,0.404775888,-0.012597532,0.897025466,-1.63189,175.5706847,-1.042
"247",2009,"JPN",8,2.885,31825.956,19.665,210.2468361,0.319827601,-0.039882373,0.939226508,-7.71165,184.8749423,-5.527
"248",2010,"JPN",8,4.019,33733.578,19.811,215.9520706,0.370311871,0.027334129,0.974710345,-6.5946,176.3977235,4.711
"249",1980,"KOR",9,-8.145,2183.962,34.456,16.9634,0.539081484,-0.051187148,0.41177845,1.60874,38.94112448,-1.701
"250",1981,"KOR",9,-8.867,2519.725,32.445,18.8612,0.549972624,0.046186223,0.438652158,2.19044,39.01720645,7.181
"251",1982,"KOR",9,-7.126,2852.808,32.209,21.2851,0.519860536,0.070713237,0.432255834,0.79203,42.45231617,8.265
"252",1983,"KOR",9,-4.028,3308.96,32.782,20.464,0.51696071,0.108480788,0.423522502,2.12554,42.37618193,13.242
"253",1984,"KOR",9,-1.818,3737.795,32.248,20.726,0.550438732,0.082687,0.433819294,1.95799,42.18238969,10.443
"254",1985,"KOR",9,-2.073,4115.623,32.566,21.4646,0.535485834,0.069367153,0.442525595,1.68797,44.75250728,7.75
"255",1986,"KOR",9,2.391,4623.632,32.422,18.9868,0.440504268,0.100659246,0.484746784,1.9934,44.05699472,11.224
"256",1987,"KOR",9,6.041,5280.515,33.09,16.5558,0.471617848,0.10744955,0.522523344,2.71561,44.90550117,12.467
"257",1988,"KOR",9,6.628,6056.404,34.704,13.5183,0.48329936,0.122165484,0.58314544,3.723,43.30419475,11.905
"258",1989,"KOR",9,1.706,6667.935,37.096,10.385,0.468402058,0.133187455,0.599152625,2.81884,48.27753668,7.03
"259",1990,"KOR",9,-0.861,7518.532,39.616,8.40282,0.456358463,0.121569666,0.615136802,3.68415,50.52622387,9.811
"260",1991,"KOR",9,-2.335,8488.726,41.374,7.80629,0.435060456,0.113301102,0.652104557,2.51948,50.10889983,10.354
"261",1992,"KOR",9,-0.695,9123.118,38.485,7.70514,0.453169733,0.035146388,0.611017346,3.03277,48.83492474,6.175
"262",1993,"KOR",9,0.524,9878.791,37.48,7.54453,0.433555827,0.056442157,0.625138044,3.64714,48.84341914,6.847
"263",1994,"KOR",9,-0.98,10907.561,38.539,7.69814,0.451214433,0.101993524,0.65033108,2.62315,49.86586474,9.206
"264",1995,"KOR",9,-1.752,12078.583,39.003,7.10565,0.497895464,0.087402099,0.71580404,2.85851,49.23713607,9.571
"265",1996,"KOR",9,-3.985,13107.596,39.681,6.82168,0.501704574,0.081973952,0.726400495,2.95822,52.4554521,7.595
"266",1997,"KOR",9,-1.845,13989.766,37.425,10.73140442,0.510107532,0.014238976,0.683177412,3.00861,57.60958693,5.922
"267",1998,"KOR",9,10.706,13271.703,27.762,15.35490804,0.474571049,-0.167143194,0.638472795,1.89042,62.9042398,-5.471
"268",1999,"KOR",9,4.453,14892.397,30.916,17.59810185,0.495702326,0.145873356,0.63327384,2.35073,68.3841658,11.309
"269",2000,"KOR",9,1.86,16452.392,32.942,18.02040729,0.589221269,0.095246177,0.587662458,5.5164,73.60332313,8.924
"270",2001,"KOR",9,0.506,17459.125,31.56,18.70016301,0.527253821,0.036803436,0.578742743,3.82688,106.057821,4.525
"271",2002,"KOR",9,0.771,18938.81,30.94,18.5597171,0.518459633,0.079290403,0.590879261,4.59423,116.0223973,7.432
"272",2003,"KOR",9,1.745,19784.519,32.015,21.61674338,0.543065965,0.015234339,0.645372868,2.56721,114.7402521,2.933
"273",2004,"KOR",9,3.889,21244.697,32.117,24.63282116,0.623724073,0.015096122,0.690545261,1.15172,109.7758382,4.9
"274",2005,"KOR",9,1.409,22741.889,32.163,28.65929508,0.657526374,0.038492316,0.698801517,2.07741,114.8187794,3.924
"275",2006,"KOR",9,0.353,24534.81,32.701,31.11801148,0.704302251,0.049008427,0.728124499,2.47963,127.2213077,5.176
"276",2007,"KOR",9,1.051,26440.401,32.58,30.65620664,0.734299988,0.046518267,0.790562987,3.69778,134.8799559,5.463
"277",2008,"KOR",9,0.318,27522.982,33.019,30.10818433,0.794849336,0.01360954,0.830826104,3.03715,148.3404699,2.829
"278",2009,"KOR",9,3.725,27795.7,28.466,33.76493657,0.717357129,-0.032860445,0.75450331,1.10066,144.5265779,0.708
"279",2010,"KOR",9,2.636,29824.734,32.023,33.43099729,0.791813284,0.073040557,0.831939995,2.82758,135.9277756,6.497
"280",1980,"MEX",10,-4.447,5486.244,26.716,31.4137,0.123279713,0.119800271,0.477701217,1.76748,19.3682306,9.482
"281",1981,"MEX",10,-5.39,6368.409,26.903,39.48295,0.131154288,0.099778143,0.552333891,0.065788,19.55595478,8.526
"282",1982,"MEX",10,-2.693,6590.892,23.69,47.5522,0.114804186,-0.094640777,0.474566996,0.672243,15.3094718,-0.521
"283",1983,"MEX",10,3.287,6482.878,21.289,57.4069,0.114528947,-0.116390593,0.443437994,6.95527,12.56787606,-3.486
"284",1984,"MEX",10,1.99,6808.193,20.761,53.9778,0.128624067,0.043091833,0.446339279,6.84471,14.118928,3.411
"285",1985,"MEX",10,0.358,7040.686,21.916,51.9132,0.127878528,0.053752208,0.432361901,4.78305,13.01509073,2.188
"286",1986,"MEX",10,-0.889,6825.528,18.995,78.1448,0.107530128,-0.069988275,0.461692572,5.94988,13.03169982,-3.079
"287",1987,"MEX",10,2.502,6980.622,20.793,77.6509,0.094668761,0.011667272,0.50603646,8.4217,12.92629385,1.722
"288",1988,"MEX",10,-1.146,7172.809,19.971,73.2093,0.103566252,0.040307266,0.558321595,8.44896,11.11396062,1.283
"289",1989,"MEX",10,-2.305,7602.043,20.287,59.7947,0.11362749,0.053958999,0.569297135,8.55091,15.55866983,4.105
"290",1990,"MEX",10,-2.5,8122.664,20.425,53.5187,0.130753033,0.074586776,0.562933624,7.27334,17.45248796,5.176
"291",1991,"MEX",10,-4.099,8592.217,20.561,44.0691,0.129867144,0.060462568,0.68271035,5.21394,20.92487986,4.215
"292",1992,"MEX",10,-5.898,8947.695,20.47,34.2539,0.234646812,0.065138186,0.555329561,4.62323,28.03700231,3.541
"293",1993,"MEX",10,-4.642,9216.528,18.904,31.4806,0.238709114,0.010075199,0.599293828,2.75814,25.38100582,2.25
"294",1994,"MEX",10,-5.625,9703.569,19.608,30.9095,0.265476577,0.056871049,0.638056874,2.00213,30.9146178,4.727
"295",1995,"MEX",10,-0.459,9193.709,16.946,56.8034,0.300913334,-0.153569639,0.673146248,4.30935,24.35998077,-5.759
"296",1996,"MEX",10,-0.631,9768.154,18.981,46.58690591,0.372219294,0.072187504,0.704281926,2.62887,15.72025856,5.875
"297",1997,"MEX",10,-1.595,10482.012,19.603,42.74523833,0.424114898,0.1086882,0.675219655,1.83048,22.12595203,6.963
"298",1998,"MEX",10,-3.186,10949.667,21.68,43.58341851,0.436907306,0.06492856,0.636531353,0.14999,19.91257047,4.702
"299",1999,"MEX",10,-2.416,11274.008,21.951,45.7590937,0.510527343,0.042732476,0.630670786,0.858459,16.92730057,2.667
"300",2000,"MEX",10,-2.743,11998.068,22.538,41.34323744,0.573171258,0.084473557,0.595248044,1.21332,15.57363828,5.296
"301",2001,"MEX",10,-2.45,12050.718,20.962,40.6196817,0.543526351,0.004396661,0.577585042,0.871618,13.44639697,-0.605
"302",2002,"MEX",10,-2.001,12098.365,20.003,42.95136715,0.542647928,0.007436701,0.584411025,-0.112481,15.49948033,0.132
"303",2003,"MEX",10,-1.168,12359.556,21.914,44.19575372,0.512960449,0.0058818,0.630851388,0.869968,15.71413919,1.423
"304",2004,"MEX",10,-0.91,13090.994,22.683,40.6167483,0.531378925,0.039601876,0.654365063,1.58609,15.00626928,4.296
"305",2005,"MEX",10,-1.048,13766.095,22.3,38.86755512,0.513292983,0.037473642,0.67151612,1.54014,16.21905392,3.033
"306",2006,"MEX",10,-0.799,14725.484,23.469,37.79519237,0.553287297,0.057021709,0.705611289,1.77752,19.36543387,5.001
"307",2007,"MEX",10,-1.406,15397.39,23.392,37.56218198,0.543659419,0.038291557,0.761009693,1.46365,21.59287573,3.148
"308",2008,"MEX",10,-1.85,15703.477,24.436,42.85069117,0.557978183,0.019128949,0.794315934,1.57408,20.83671543,1.4
"309",2009,"MEX",10,-0.939,14872.59,22.907,43.94303758,0.456190243,-0.080656898,0.79050523,-2.09014,22.77074217,-4.7
"310",2010,"MEX",10,-0.475,15623.904,22.056,42.40766104,0.540835649,0.050029963,0.817441165,-1.94585,24.31518855,5.11
"311",1980,"NZL",11,-4.01,8800.418,23.383,52.26774438,0.524570048,-0.016164651,0.463222265,-1.06798,20.64509508,1.009
"312",1981,"NZL",11,-4.933,9855.153,21.312,50.52670494,0.502536505,0.058038849,0.489451528,-2.13989,20.72638066,2.961
"313",1982,"NZL",11,-7.368,10684.472,22.94,51.56286974,0.518274799,0.010382118,0.474847823,-1.94569,21.77106266,2.878
"314",1983,"NZL",11,-4.358,10987.402,24.001,59.64150403,0.464569405,0.036018192,0.454115421,-1.94501,21.34571647,-0.124
"315",1984,"NZL",11,-8.851,12036.461,29.38,62.79944889,0.505150199,0.057561754,0.436760932,-2.89539,22.10720762,6.858
"316",1985,"NZL",11,-6.65,12451.458,27.643,71.78950846,0.512830079,-0.000503219,0.428953111,-1.47326,23.74526307,1.213
"317",1986,"NZL",11,-5.54,12815.843,25.082,70.67311515,0.429178774,0.018737423,0.489354193,-0.641621,26.39716794,1.81
"318",1987,"NZL",11,-4.006,13344.313,23.349,76.04927661,0.452107713,0.017177585,0.534886539,1.04875,28.430234,2.436
"319",1988,"NZL",11,-0.253,13761.048,20.849,62.35416168,0.449745432,0.01380777,0.572443247,2.55429,68.84115967,0.555
"320",1989,"NZL",11,-2.947,14364.643,23.083,58.39949424,0.471510559,0.047563104,0.59395498,2.69014,72.25930229,1.516
"321",1990,"NZL",11,-2.792,14886.584,21.393,61.70875948,0.502852231,-0.012730151,0.596405983,2.64366,73.65674777,1.121
"322",1991,"NZL",11,-2.363,14666.694,17.134,60.05987533,0.45586212,-0.048227372,0.659970641,0.510838,77.36575909,-2.129
"323",1992,"NZL",11,-3.648,14977.956,18.531,64.58401887,0.518002793,0.021202055,0.568332732,0.638076,82.32099339,0.874
"324",1993,"NZL",11,-3.335,15883.936,20.912,63.0970417,0.509328082,0.065131223,0.591185033,4.09292,80.74940528,4.914
"325",1994,"NZL",11,-3.095,17063.703,22.393,57.04719427,0.548847318,0.066295156,0.611802995,6.47449,83.30131785,6.665
"326",1995,"NZL",11,-3.913,17865.127,23.33,50.65478105,0.551862955,0.055232237,0.666179657,7.52618,89.15151134,4.199
"327",1996,"NZL",11,-4.748,18629.066,23.453,44.77821297,0.557474583,0.0365209,0.681091249,6.01698,94.3933818,3.943
"328",1997,"NZL",11,-5.192,19301.986,23.155,36.99338743,0.548231035,0.02481477,0.661830902,4.3585,101.2771632,2.962
"329",1998,"NZL",11,-2.661,19510.498,21.101,37.6140323,0.468670726,0.008788073,0.614562869,2.66635,106.0647886,0.692
"330",1999,"NZL",11,-4.895,20588.79,22.573,35.8288196,0.506807983,0.061405518,0.60824883,1.8155,108.7276539,4.531
"331",2000,"NZL",11,-3.243,21770.659,22.692,33.19609469,0.523702353,0.002448066,0.569215357,2.6943,109.1641676,3.979
"332",2001,"NZL",11,-0.811,22496.423,21.809,32.01118097,0.515540063,0.039381104,0.56377852,3.43867,107.8369164,2.155
"333",2002,"NZL",11,-2.17,23588.467,23.34,28.95670418,0.532059759,0.045556601,0.565567851,4.06318,102.5299888,5.202
"334",2003,"NZL",11,-2.438,24723.121,23.618,25.90222739,0.560872108,0.075341299,0.632685363,4.55686,107.9031814,4.618
"335",2004,"NZL",11,-4.56,26174.639,25.3,23.57660843,0.658272594,0.056994593,0.684747517,5.1007,111.6094182,4.375
"336",2005,"NZL",11,-7.054,27465.897,25.359,21.7543571,0.684794605,0.047707609,0.702486455,5.53149,121.606565,2.816
"337",2006,"NZL",11,-7.141,28645.231,23.823,19.29270015,0.669052273,0.007273017,0.731675088,4.66623,130.9243982,2.354
"338",2007,"NZL",11,-6.816,30236.707,24.794,17.20602184,0.693173498,0.056179922,0.80968082,3.86556,136.622705,3.714
"339",2008,"NZL",11,-7.741,30326.432,23.726,20.06938068,0.723987877,-0.019754633,0.868840218,1.4093,147.5271809,-0.831
"340",2009,"NZL",11,-2.283,30329.74,19.783,25.8823498,0.640778095,-0.036501149,0.723535895,-2.03778,144.9690961,0.458
"341",2010,"NZL",11,-2.259,31019.408,20.471,32.00555731,0.657219499,0.031797983,0.877301395,-4.57377,145.4173614,2.014
"342",1980,"POL",12,-6.035,4724.012,NA,NA,0.360449135,-0.051358757,0.496410608,NA,NA,-6
"343",1981,"POL",12,-7.43,4607.158,NA,NA,0.307353154,-0.070160775,0.48844406,NA,NA,-10
"344",1982,"POL",12,-2.978,4613.47,NA,NA,0.233334109,-0.093886627,0.478303343,NA,NA,-4.846
"345",1983,"POL",12,-2.097,4993.16,NA,NA,0.227872893,0.051436286,0.45093593,NA,NA,5.6
"346",1984,"POL",12,-1.434,5107.239,27.44,NA,0.229178168,0.049866987,0.410282314,NA,NA,-0.366
"347",1985,"POL",12,-1.387,5433.455,28.83,NA,0.218499914,0.038683822,0.400516957,NA,NA,3.862
"348",1986,"POL",12,-1.501,5701.43,23.708,50.8193,0.187625758,0.040908612,0.431556433,NA,NA,3.494
"349",1987,"POL",12,-0.595,5951.106,24.005,64.1283,0.161916338,0.017893064,0.474619925,NA,NA,2.302
"350",1988,"POL",12,-0.156,6355.727,27.42,57.3052,0.158864051,0.039936444,0.522617579,NA,NA,3.285
"351",1989,"POL",12,-2.106,6847.733,24.13,61.9529,0.136219002,0.004746316,0.540691137,NA,NA,3.812
"352",1990,"POL",12,4.94,6529.306,25.292,66.4978,0.145134185,-0.154338712,0.538238943,3.62325,19.23353066,-7.171
"353",1991,"POL",12,-2.667,6257.617,19.419,70.5575,0.181131482,0.006658286,0.606260419,-5.31633,21.8330702,-7.005
"354",1992,"POL",12,-3.499,6513.375,14.779,68.7317,0.206826232,0.004256102,0.509946465,-3.82794,19.74356955,2.033
"355",1993,"POL",12,-6.405,6933.419,15.164,67.3787,0.210853584,0.057251748,0.540491104,1.7e-15,19.48161596,4.287
"356",1994,"POL",12,0.611,7436.494,17.28,58.67,0.217543997,0.041311981,0.566036105,0.887923,16.97682401,5.239
"357",1995,"POL",12,0.614,8102.395,18.487,47.65408178,0.244032383,0.073737482,0.611971259,1.32702,16.85082958,6.728
"358",1996,"POL",12,-2.083,8758.474,20.619,42.42064711,0.268444411,0.095527153,0.639148891,-0.301584,19.1859641,6.239
"359",1997,"POL",12,-3.654,9532.332,23.139,42.92590014,0.287712619,0.092741643,0.607443988,-0.093722,20.77993078,7.086
"360",1998,"POL",12,-4.011,10110.386,24.75,38.88937612,0.314320855,0.064206257,0.579868317,-0.258611,22.5022611,4.982
"361",1999,"POL",12,-7.442,10727.592,24.944,39.56685447,0.292315468,0.05208161,0.572851956,0.644146,25.45805901,4.524
"362",2000,"POL",12,-6.039,11559.724,24.543,36.78668633,0.315462515,0.031313257,0.555087447,-0.003896,26.50933948,4.26
"363",2001,"POL",12,-3.122,11968.602,20.503,37.56177493,0.344748512,-0.013010955,0.542321205,-2.14992,27.20280486,1.205
"364",2002,"POL",12,-2.79,12331.545,18.445,42.15991919,0.369491875,0.009791002,0.553331792,-2.09788,27.36573647,1.443
"365",2003,"POL",12,-2.516,13033.567,18.832,47.05308459,0.422159076,0.027972165,0.617559195,-3.22076,27.97800338,3.562
"366",2004,"POL",12,-5.352,14090.034,20.355,45.68618951,0.510182366,0.062178849,0.664389491,-2.62758,28.06441455,5.136
"367",2005,"POL",12,-2.54,15065.818,19.629,47.08816404,0.565283835,0.024672119,0.669842958,-1.27631,28.88998994,3.547
"368",2006,"POL",12,-3.974,16497.653,21.531,47.73783116,0.644584656,0.073078278,0.705371678,-0.975254,33.12964874,6.193
"369",2007,"POL",12,-6.278,18171.406,24.8,44.98627433,0.693532467,0.087143814,0.77164346,0.431277,39.10966967,7.202
"370",2008,"POL",12,-6.572,19259.193,24.313,47.10631832,0.74818626,0.056028566,0.871988356,-1.45543,49.56784585,3.92
"371",2009,"POL",12,-3.952,19906.061,20.21,50.87983675,0.589057863,-0.010534663,0.804975629,-4.70728,49.7530565,2.634
"372",2010,"POL",12,-5.516,20956.666,20.998,54.83785551,0.622066528,0.045587455,0.826807022,-5.15374,51.16279393,3.699
"373",1980,"SWE",13,-3.134,10531.049,24.715,46.92337484,0.801528782,0.021080691,0.598195612,-8.149359877,69.87439639,4.555
"374",1981,"SWE",13,-2.202,12012.847,22.081,55.37114321,0.760031551,-0.024564642,0.560623646,-7.749848264,75.72139318,4.393
"375",1982,"SWE",13,-3.074,12933.184,21.759,65.55527386,0.757181674,0.006032615,0.512872934,-7.946035175,78.49321369,1.426
"376",1983,"SWE",13,-0.726,13715.258,21.599,69.5921809,0.763914973,-0.009464865,0.480795324,-6.718287721,78.24873466,2.058
"377",1984,"SWE",13,0.68,14790.529,22.411,70.87923972,0.782294631,0.036584286,0.47646606,-2.617378912,78.99268907,4.295
"378",1985,"SWE",13,-1.042,15581.637,24.337,70.39896139,0.817741781,0.043523859,0.474269539,0.967955572,80.33815471,2.272
"379",1986,"SWE",13,0.629,16315.407,23.033,69.67856144,0.789396882,0.028941402,0.553713977,2.474115267,90.36748215,2.927
"380",1987,"SWE",13,0.159,17211.328,23.958,61.86873089,0.830269963,0.045047797,0.609649718,5.757222139,77.9895801,3.266
"381",1988,"SWE",13,-0.242,18155.425,24.924,55.51313905,0.832097024,0.032092235,0.646125853,5.349027024,88.45794667,2.46
"382",1989,"SWE",13,-1.456,19171.506,27.081,50.41680131,0.822560489,0.043588958,0.664368272,6.89157958,94.57244249,2.463
"383",1990,"SWE",13,-2.449,19891.225,26.647,46.32186018,0.894609749,0.006657814,0.680099666,5.615895489,118.543729,0.8
"384",1991,"SWE",13,-1.748,20216.373,23.264,55.01967572,0.783070356,-0.02061367,0.739374459,1.462952507,116.1126475,-1.027
"385",1992,"SWE",13,-2.643,20362.821,21.704,73.3444247,0.877528071,-0.013996895,0.655087113,-3.249784229,117.4562392,-0.975
"386",1993,"SWE",13,-1.242,20314.857,18.949,78.19499714,0.800856829,-0.049319406,0.665849388,-5.49531,107.4814687,-1.958
"387",1994,"SWE",13,1.043,21420.728,20.256,82.50107489,0.871827573,0.034283776,0.694431305,-2.87641,99.66997873,4.088
"388",1995,"SWE",13,3.191,22693.126,20.654,81.05593855,0.928337753,0.021826236,0.750900149,-2.02816,93.42065724,4.024
"389",1996,"SWE",13,3.344,23439.462,20.405,84.36039408,0.945484638,0.010579066,0.772053897,2.05694,91.99482408,1.518
"390",1997,"SWE",13,3.907,24523.613,20.217,82.97744218,0.924155176,0.014611351,0.723178267,3.57923,92.74100773,2.9
"391",1998,"SWE",13,3.64,25817.98,21.336,81.98776903,0.969660282,0.046934852,0.678099573,5.42596,92.96084887,4.227
"392",1999,"SWE",13,3.937,27378.627,21.628,73.20485536,0.851618886,0.03653043,0.659043312,4.7833,93.74767076,4.53
"393",2000,"SWE",13,3.962,29256.982,22.754,64.28903435,0.943500459,0.040040078,0.609473944,7.05459,40.27507627,4.735
"394",2001,"SWE",13,4.741,30301.757,22.75,62.67420763,0.876001358,0.003031906,0.59384191,4.31963,92.74578008,1.563
"395",2002,"SWE",13,4.483,31293.713,21.741,60.23240016,0.90393585,0.014789814,0.603061438,1.56804,94.24408026,2.074
"396",2003,"SWE",13,6.596,32552.174,21.574,55.2850585,0.998944908,0.020087174,0.661541462,0.970974,94.87844013,2.386
"397",2004,"SWE",13,6.299,34754.113,21.558,50.33771684,1.081266344,0.020969607,0.70077759,2.22142,96.12236931,4.321
"398",2005,"SWE",13,6.463,36735.028,22.004,50.40343038,1.169144809,0.029844474,0.707397044,3.79884,102.7382993,2.818
"399",2006,"SWE",13,8.257,39353.972,23.027,45.26643074,1.230997264,0.0391455,0.732738137,3.9407,107.1801286,4.688
"400",2007,"SWE",13,8.862,41459.84,24.609,40.225936,1.26345402,0.046414986,0.808043242,5.33596,115.1726405,3.405
"401",2008,"SWE",13,8.549,41704.215,24.52,38.80058796,1.333557129,0.000226862,0.857434332,3.88042,120.7373718,-0.557
"402",2009,"SWE",13,5.918,39482.562,20.924,42.55967081,1.089399338,-0.046441816,0.794786513,0.255895,128.6642366,-5.185
"403",2010,"SWE",13,6.011,42021.513,22.913,39.43894454,1.195289075,0.0648454,0.829638362,0.95621,128.3840825,5.989
"404",1980,"TUR",14,-3.278,3545.184,26.527,22.36829945,0.075996697,0.027315055,0.461502224,-3.1486,13.58838374,-0.779
"405",1981,"TUR",14,-1.991,3956.43,25.477,31.99719364,0.088691443,0.029653959,0.465464234,-0.51837,16.64666498,4.365
"406",1982,"TUR",14,-1.097,4232.435,22.862,33.427,0.094666,0.01154712,0.462593019,-0.799541,18.48288252,3.429
"407",1983,"TUR",14,-2.319,4344.846,19.3,32.693,0.095428966,0.059050637,0.42187342,-0.145261,20.76040213,4.758
"408",1984,"TUR",14,-1.784,4695.607,18.065,42.5686,0.118090753,0.062878056,0.401902854,-2.06984,17.84644339,6.823
"409",1985,"TUR",14,-1.118,4938.859,19.619,44.2797,0.118579593,0.035256857,0.413285583,-4.138424673,17.42588081,4.258
"410",1986,"TUR",14,-1.458,5270.29,23.497,38.2129,0.096818846,0.072166335,0.454699814,-0.307948831,19.65414561,6.941
"411",1987,"TUR",14,-0.695,5819.844,24.395,40.3375,0.106606055,0.099682928,0.482245922,-0.899673197,20.58151626,10.027
"412",1988,"TUR",14,1.309,6253.672,24.256,38.642,0.104197249,-0.013850586,0.526140809,-0.517961241,17.33030501,2.121
"413",1989,"TUR",14,0.667,6421.394,22.564,33.4522,0.106703229,0.015133278,0.55151248,-1.060313531,16.63577829,0.253
"414",1990,"TUR",14,-1.298,7111.048,23.657,25.7752,0.127879009,0.143421651,0.547571659,-0.464491791,16.67426516,9.255
"415",1991,"TUR",14,0.447,7269.522,22.418,28.3553,0.120884731,-0.001902188,0.600402653,-3.945495821,17.16911576,0.926
"416",1992,"TUR",14,-0.456,7727.586,23.034,29.1915,0.137786303,0.05317452,0.545369864,-4.277142726,17.94126955,5.984
"417",1993,"TUR",14,-2.653,8407.804,25.638,29.1444,0.149889093,0.133523509,0.549272001,-5.491411416,18.12320311,8.042
"418",1994,"TUR",14,1.504,7984.792,20.766,39.1626,0.144632809,-0.11477939,0.550376475,-1.452839447,15.9407833,-5.456
"419",1995,"TUR",14,-1.027,8574.504,23.478,34.6283,0.171529427,0.104667052,0.596493542,3.218513827,18.48619794,7.19
"420",1996,"TUR",14,-0.997,9170.303,21.954,35.4572,0.170616493,0.077636095,0.629190028,1.358783545,22.82823276,7.007
"421",1997,"TUR",14,-1.032,9846.554,22.307,32.4722,0.19557073,0.087615267,0.597549558,1.137290039,26.30055181,7.528
"422",1998,"TUR",14,0.742,9794.076,22.114,36.5254,0.202941708,0.009311214,0.564282119,6.391442103,17.18759698,3.092
